Question,Answer
වී වගාවෙදී ඒකාබද්ධ වගා පාලනය (ICM) ක්‍රම භාවිතය සාර්ථකද?,"ඔව්, රෝග පාලනය, ජල කළමනාකරණය, පොහොර යෙදීම හා ශ්‍රම සංවිධානය ඒකාබද්ධව කළ හැක."
වී වගාවෙදී බෝග තහවුරු කිරීමේදී ගොවි පරිශ්‍රමය වඩාත් වැදගත්ද?,"ඔව්, ශාකයෙහි සෞඛ්‍යය නිරන්තරව නිරීක්ෂණය කිරීම හා නිසි ලෙස නඩත්තු කිරීම අත්‍යවශ්‍යය."
වී වගාවෙදී තාක්ෂණය භාවිතයෙන් වගා කළමනාකරණයට ආරක්ෂිතද?,"ඔව්, දත්ත නිරීක්ෂණය හා ක්‍රමවේදයන් ස්වයංක්‍රිය කිරීමෙන් උපාය මාර්ග නිවැරදිව ගත හැක."
වී වගාවෙදී වී බීජවල රෝග රැඳී ඇත්නම් කළ යුතු දේ මොනවාද?,"රෝග නිරෝධායන ක්‍රම භාවිතා කිරීම, අනිවාර්ය නාශක පුහුණු උපදෙස් පිළිපදිීම, සෞඛ්‍ය සම්පන්න බීජ තෝරා ගැනීම."
වී වගාවෙදී විවිධ තාක්ෂණ නිපැයුම් භාවිතයෙන් ලබන ප්‍රධාන වාසිය මොකක්ද?,"වගා කරන වේලාව පාලනය, රෝග අවදානම් ඉක්මන්ව හඳුනා ගැනීම, පහසු පොහොර හා ජල කළමනාකරණය."
වී වගාවෙදී පෝෂක ස්වරූප (nutrient solution) භාවිතයේදී සැලකිලිමත් විය යුතු ඇයි?,"අධික හෝ අඩු ප්‍රමාණයක් භාවිතා කිරීමෙන් ශාකයට හා පාංශු වටපිටාවට බලපෑම් ඇතිවිය හැක."
වී වගාව නිසි කරුණු නොතකා සිදු කළහොත් එයට බලපාන සමාජික ප්‍රතිවිපාක මොනවාද?,"ආහාර හිගය, ආර්ථික හානි, සෞඛ්‍ය හා පරිසර විනාශය, ගොවි ජනතාවගේ ජීවන තත්ත්වය පහත වැටීම."
වී වගාවෙදී වහල යන්ත්‍ර පැල දමාගැනීමේ වාසිය මොකක්ද?,"වැසි හා නියඟ වලදී ශාකය ආරක්ෂා කර රෝග සහ පළිබෝධ අවදානම් අඩු කිරීම."
වී වගාවෙදී බෝග තැන්පතු ක්‍රම නිවැරදිව නොකෙරේ නම් මොකක් වෙයි?,"අස්වැන්න මාස ගණනාවක් දක්වා පවතින්න නොහැකි වීම, ගබඩා රෝග, පෝෂණ අඩුකම්."
වී වගාවෙදී ඇල සහ නාඩි අවලංගු කිරීම යනු මොකක්ද?,"වගා අවසන් වූ පසු භාවිතා කළ ජල මාර්ග පද්ධති නිරෝධායනය, පිරිසිදු කිරීම, අලුත්වැඩියා කිරීම."
වී වගාවෙදී ජලය සමඟ එන පස හා ලී ද්‍රව්‍ය ඉවත් කිරීමේ වැදගත්කම මොකක්ද?,"ශාකයට අහිතකර රෝග, දුෂ්කර ද්‍රව්‍ය ඉවත් කර සෞඛ්‍ය සම්පන්න පාංශු පද්ධති පවත්වා ගැනීම."
වී වගාවෙදී වගා කළ කාලය ඒකාබද්ධව පාලනය නොකලහොත් ඇතිවිය හැකි ගැටලු මොනවාද?,"අස්වැන්න නෙලීමේ වේලාව සැලසුම් ගැටළු, ශ්‍රම සහ වෙළෙඳපොළ සුදුසුකම් අහිමි වීම, රෝග අවදානම් වැඩිවීම."
වී වගාවෙදී වගා කළ බෝග කළමනාකරණයේ ඔබට උදව් වන ප්‍රධාන ක්‍රම මොනවාද?,"නිරන්තර නිරීක්ෂණය, වේලාවට ප්‍රමාණවත් පොහොර යෙදීම, යාන්ත්‍රික උපකරණ නිසි ලෙස භාවිතා කිරීම."
වී වගාවෙදී ක්‍රෝප් රෝටේෂන් ඔස්සේ ශාක විකල්ප තෝරා ගැනීමේ වාසිය මොනවාද?,"පාංශු සාරවත්භාවය අඛණ්ඩව පවත්වා ගැනීම, පළිබෝධ හා රෝග පැතිරී යාම අවම කිරීම."
වී වගාවෙදී වගා නඩත්තු කිරීමට ජීව පාලක ක්‍රම භාවිතය ඇයි වැදගත්?,"රෝග හා පළිබෝධ නාශක භාවිතය අඩු කරමින් පරිසර හිතකාමී ක්‍රම රැක ගැනීම."
වී වගාවෙදී පිළිබෝධ නාශක භාවිතය සීමා කිරීම ආහාර ආරක්ෂාවට දායකද?,"ඔව්, විෂ නාශක අවශේෂ අඩු කර මානව සෞඛ්‍යය හා පරිසරය ප්‍රතිලාභ ලබාගත හැක."
වී වගාවෙදී උපාය මාර්ගික ශ්‍රම සංවිධානයක් නොමැතිව ඇති විය හැකි අවදානම් මොනවාද?,"අස්වැන්න නෙලීමේදී ප්‍රමාදය, වියදම් වැඩිවීම, රෝග පාලනය උග්‍ර වීම."
වී වගාවෙදී අනතුරු ඇඟවීම් අසල තිබියදීත් අවධානය නොදෙ으면 මොකක් වෙයි?,"රෝග හා පළිබෝධ වැළඳීම, අධික වැසි හෝ නියඟ නිසා අස්වැන්න විනාශවීම."
වී වගාවෙදී නිරන්තර නෙලීමේ හා තැන්පතු කිරීමේ වියදම් යනු මොකක්ද?,"ශ්‍රම වැටුප්, යන්ත්‍ර භාවිතය, ගබඩා පහසුකම්, ප්‍රවාහන වියදම්."
